date,product,sales
2024-03-25,what,245
1996-05-05,machine,54267208
2013-02-10,lawyer,832
2011-08-27,his,710
2019-10-21,lose,55445692
2022-05-13,success,97673317
1996-07-16,point,190171384
2012-01-03,even,20026
2006-07-19,street,31
2022-02-21,young,7956
1992-06-01,hold,45472668
1979-10-20,worker,437
2005-03-07,could,877
2020-07-10,several,314
2002-11-22,in,127
1982-04-20,next,0
1986-05-03,half,4194
2000-02-22,experience,36616256
1970-03-27,important,81308444
1980-08-19,even,892
1979-11-20,law,38196
1998-01-12,deep,13
2015-11-13,stock,840
2023-02-26,recently,5096
1999-08-01,war,6692
1987-11-21,administration,23730194
1985-06-06,management,999337134
1977-08-02,respond,158810162
2017-03-11,including,4532
2018-03-20,born,8914
1976-04-11,picture,72
1976-10-11,either,0
2009-09-15,free,782902163
2016-06-03,treat,415545
2005-12-30,general,546628709
1984-12-18,through,167332939
1984-08-13,industry,586
1992-01-03,prove,531
1976-04-05,reveal,8219
1970-01-07,building,48
2008-10-05,seem,8
2014-04-20,manage,21
1997-08-23,maintain,68297
1994-06-12,Republican,76
2021-07-12,rich,905092
2003-06-03,speech,75
2017-09-10,member,62180
1976-09-18,reason,94516996
1991-06-22,despite,1
2001-09-21,thing,760782
2019-05-27,in,0
2011-01-31,culture,49
2013-05-30,arm,933712
1977-05-13,case,906123989
2023-04-14,hospital,1531
2017-09-18,event,812
2011-03-12,beyond,8
2000-12-14,already,3314458
1979-12-11,eye,613
1984-02-01,on,78936
1977-12-15,road,63185
1988-06-27,discover,4126939
2023-10-22,store,795947
2013-01-02,imagine,539377
2021-04-27,they,7143
2016-05-22,nor,270
1978-03-10,move,92748
1989-10-01,difference,25749
1996-04-08,family,872990
2012-12-10,off,861403085
1986-01-02,prove,7246872
2002-08-07,your,274417
2021-09-06,bit,80532998
1991-08-29,foot,7944960
2021-12-10,remain,34969196
2020-07-30,election,781
1974-01-01,might,8
2019-08-04,key,4
1974-03-31,out,639
1979-04-04,skill,39858729
1980-01-13,put,8202332
1999-07-02,key,6
1991-08-12,throw,734239
1987-02-06,official,64955895
1984-09-18,defense,7963197
2022-12-12,forward,756
2002-01-31,majority,105188
1980-12-10,American,3813630
1981-04-18,his,57501
1993-09-08,million,351521071
1970-11-11,do,8675
1971-10-07,professional,0
1995-09-12,especially,48003347
1983-09-05,voice,4810052
2015-03-31,show,38900
1985-08-03,president,116123202
1971-07-20,any,658
1990-04-08,vote,0
1992-07-22,large,9694
1989-09-01,about,8023
1994-08-10,reduce,4870807
2016-03-07,account,255701930
2011-12-08,better,1218827
2000-04-01,analysis,571347517
1975-07-28,open,37
2003-06-29,range,57997
1979-05-31,soldier,8
1998-06-24,issue,366803
1998-04-12,look,87
2000-03-29,not,165878
1989-10-15,group,8713
2003-08-26,later,120722
2016-05-12,sure,8772
1995-09-03,dream,1
1989-02-26,recent,17861798
1975-04-23,product,4494599
2003-06-09,challenge,6
1983-04-22,stock,903384
1974-08-19,particularly,454857960
1992-06-11,record,2831
1982-03-12,teach,6
2014-11-15,those,57852
1982-07-19,especially,50619
2011-06-03,national,29759065
2007-04-10,central,41358231
2022-04-28,call,14
1985-08-09,though,59664522
1998-12-25,thing,5712
1987-06-08,step,670
1973-07-27,assume,738
1976-05-16,kind,6
1982-05-22,voice,48870684
1979-10-09,win,652434729
1989-05-11,him,526
1990-03-19,door,3
2011-10-27,act,68481
2012-09-20,similar,54439196
1980-12-24,campaign,9452
1974-02-23,reveal,577
1970-04-25,less,1783
2018-01-12,left,817524
1983-09-07,time,26175018
1985-03-10,back,3090946
1976-02-04,again,6792010
2009-12-20,environmental,630382733
1990-01-09,throw,461351
2023-08-23,trouble,72256772
2005-04-10,responsibility,9
1978-03-29,plan,243881
2009-03-02,affect,2
1993-11-04,fly,1992021
1979-07-04,eye,2
1977-01-03,development,3026
2008-05-31,rule,40
2023-10-26,rise,320472197
1982-06-24,feeling,889
1974-09-16,knowledge,84847346
2011-07-27,central,4207
2023-04-27,increase,436401
2021-10-01,fine,637579419
1970-07-31,truth,7501879
2003-03-21,manage,211867004
1993-08-16,speech,529778240
2003-07-22,month,391740
2009-01-30,economy,9
2023-09-13,believe,19
2014-11-05,big,71529
2003-11-27,start,954715
2003-05-28,respond,60
1994-01-30,the,85
2002-07-31,long,4622
1976-01-06,happen,4662813
1976-06-27,red,9
1974-10-08,trade,2
1993-12-10,Mr,635
1988-02-19,hour,4062
2019-10-25,there,469696935
2003-04-10,both,7
2022-01-16,follow,642290734
1971-09-25,peace,35308
1994-06-02,kind,6
1990-10-19,democratic,11
1984-08-21,would,66043
1987-10-31,heavy,42
2003-11-28,nothing,6737297
1995-07-12,bad,9841142
2013-05-13,contain,43187
1978-05-20,letter,57862189
2013-03-10,product,4931736
1995-02-16,imagine,62979
2000-08-05,nor,373105664
1995-09-04,may,49
2003-11-07,indicate,202212828
1989-11-01,people,575213
2015-11-02,free,10
1979-04-15,throughout,3542
1986-09-10,partner,676151
1992-02-05,call,539292798
1974-02-05,increase,843
1970-06-27,truth,0
2017-07-20,or,293590
1985-04-14,scientist,150991068
2024-08-26,fire,2728931
2000-02-05,house,79
1994-03-24,stuff,18460
2002-09-05,though,20
2009-06-24,low,71796828
2013-01-12,more,54013815
1979-01-23,capital,81716552
2006-06-04,would,95090
1996-07-05,article,875597894
1996-08-24,serious,0
1998-06-07,happy,6389944
2006-01-01,sell,85234
1996-10-07,man,358
2009-09-02,training,7814572
1990-03-10,they,605896
1974-02-23,job,8
1989-06-21,option,3947
1994-10-10,business,51262730
2003-10-14,you,69592498
1978-11-08,feeling,376
1989-10-09,source,85854
2011-01-02,require,81674506
1991-09-18,address,9325158
1988-06-09,allow,4795
2003-11-19,recent,38361
1990-11-12,interview,28
2007-08-29,card,298734677
2024-11-18,try,86010241
2009-01-22,community,99858910
2017-12-21,minute,27464
2004-11-07,gun,156084
2002-04-09,write,2
2004-10-13,spend,591057797
1995-04-01,anything,231908
1991-10-11,also,48037
2000-06-17,animal,634725148
1988-03-27,few,56086899
1976-06-07,fire,692215532
1991-05-01,conference,310
2000-09-05,simple,12
1993-03-26,four,21068
2024-02-29,camera,5523
1980-11-03,personal,887345418
2010-06-18,time,513128
1998-06-09,pressure,630645
2005-12-26,operation,10385169
2017-05-29,fear,23738975
1984-02-09,form,870299
2023-06-11,recognize,7294203
2023-06-30,smile,852
2013-10-12,case,17
1995-07-16,outside,87
1996-06-10,college,430
2000-08-13,ever,929209331
2018-09-30,audience,858
1973-01-26,television,68492577
1992-12-29,since,4907376
1984-04-12,theory,117
1993-02-01,hope,578
2017-08-26,story,99
2013-12-28,whom,85949964
2001-11-04,beyond,6023
2006-03-06,list,443
2002-11-19,staff,817
2002-08-17,either,65
1999-08-06,since,658119
2002-01-06,issue,973447392
1981-06-09,report,761498686
2017-03-04,and,73
2010-09-09,west,518
2021-12-31,avoid,406
1997-12-07,street,8
1980-09-23,respond,9
1997-03-01,help,970711900
1972-05-16,the,72
1980-06-04,believe,99019389
2019-06-20,instead,807
2024-11-23,exactly,628984
1972-09-23,agree,1
2009-07-18,property,571415981
2023-09-17,behind,5
1980-02-22,question,98
2024-04-27,maintain,2
2011-02-12,call,27122139
1979-11-20,fly,2839134
1990-05-03,image,470349296
1971-11-06,pressure,959575514
1976-05-11,feeling,1396777
2017-12-03,summer,0
1996-10-07,without,36001486
1975-12-18,one,890
2022-12-30,factor,299818459
1995-08-22,teacher,1498031
1970-02-09,stage,446755
2008-02-17,toward,3096644
2020-12-30,low,473
1983-08-25,he,278
2000-07-29,will,4
2002-09-03,the,684204374
1997-10-16,call,9456
1992-05-31,process,62354436
1991-12-22,look,7697663
2025-07-08,woman,1
2016-07-21,at,61679
1999-05-28,its,2693301
2010-05-08,sound,29372469
1980-05-19,first,92
2011-05-20,thing,103084573
1975-11-16,recently,254781
1982-01-12,majority,86750
2000-03-08,use,0
1985-11-07,add,42
2002-09-29,inside,48414
1976-09-16,world,19710438
2022-08-01,quite,395
2005-03-08,today,31295410
2010-05-24,former,8
1992-02-20,then,354190206
2023-03-09,store,181
1973-04-12,car,8514027
2004-10-27,Republican,883
1974-04-14,interest,9
1976-02-14,him,3178
1992-05-25,future,95539
1972-05-20,west,7
2017-09-20,argue,76439
1984-10-17,someone,0
1979-12-11,lay,7
1971-07-11,better,75521
1986-10-22,drop,5343
1979-08-01,detail,77022592
1987-01-10,success,23
2009-05-13,performance,32753
1974-06-25,official,81117
2007-06-02,home,582
2011-05-10,point,381
1994-06-08,report,5707
2013-05-31,group,4
2003-08-05,available,257719477
1996-08-24,impact,6
1974-10-24,detail,5
2025-07-09,carry,17058672
2017-02-15,public,94
1986-01-19,present,647943281
1982-09-14,gas,11
2025-05-15,lawyer,186631539
1981-08-20,or,91038
2011-02-06,act,3331811
1971-02-22,huge,274624602
2012-10-23,allow,226347
1977-04-06,public,479
2018-07-20,alone,853
1995-09-16,top,6324256
1989-11-25,month,247
1979-08-13,two,935841
2014-12-26,exist,982608256
2009-11-15,conference,8
2011-06-19,charge,927396
2020-04-25,near,26
2014-06-11,issue,41843
1970-06-06,expert,80312
2013-06-04,mouth,24
1986-10-22,role,0
1981-10-13,stage,245
2022-03-09,employee,419
1981-03-31,theory,26358
2008-02-25,analysis,1746
2002-09-13,reflect,911697127
2005-10-03,citizen,8
1975-09-30,never,894
1982-10-22,yeah,2654869
2021-03-02,design,5630238
1985-08-02,true,2
1981-04-12,thousand,1698
1971-01-02,know,7789
1983-12-08,similar,3
1983-07-12,class,5699937
1997-02-23,project,73
1971-11-01,both,2640215
1996-05-28,democratic,8
1978-04-19,provide,4402
1984-08-27,become,75426061
2009-12-26,minute,7
1976-08-23,continue,474
1975-10-22,son,3942126
2022-12-01,within,7295
1996-03-25,officer,60
1984-10-06,administration,3655217
1974-10-07,however,545389
2012-04-17,fly,4079822
2006-03-12,so,4710
2002-09-17,government,833583
2007-04-14,treatment,996
1980-02-20,together,557856
1971-05-27,laugh,7882021
2000-01-24,environment,8
2014-03-22,risk,894
1995-06-22,there,4
2006-06-05,require,7526
2012-02-25,draw,477005
2018-01-27,deal,38595723
1999-05-30,commercial,4464
1998-12-27,add,8
1978-07-30,education,281711807
2003-03-19,his,455
1989-08-08,until,351105849
1989-07-31,type,3779
1997-01-12,east,784350
1986-04-16,can,7993974
1982-05-30,conference,8353051
1972-03-30,myself,259378
1971-11-17,possible,852410
2000-06-23,life,603946446
1999-07-28,our,137781
2023-07-25,part,0
2018-07-15,follow,4
2013-05-02,these,7296
1973-04-08,property,30123255
1974-06-30,record,70620
1980-02-28,support,114481494
2016-09-20,gun,631
1997-03-29,difficult,4867
2023-06-25,force,790
1982-09-27,point,178529964
1979-06-07,level,59111
1972-03-23,meet,6471
2015-02-26,key,87668022
1977-07-20,their,69
2003-06-12,ok,88
1983-11-20,write,255910
2005-08-10,science,6
2012-02-23,prevent,528174
1974-08-19,drop,82865
1996-05-23,site,9682968
2024-07-14,loss,19299532
1991-08-13,understand,93
2006-03-31,run,2
1981-02-27,control,91
2018-08-30,daughter,836002103
2003-02-27,PM,143
2000-11-30,him,22819
1989-10-11,several,34016317
1983-09-28,put,6699
1978-12-01,so,39034
1990-07-03,this,5
2020-01-30,expect,9642203
2000-08-28,me,864122
2023-12-23,majority,64
2016-01-26,road,8475
1992-09-22,charge,9990107
2005-02-20,eat,374
1983-07-25,price,512300
1999-11-29,unit,865447327
1985-01-01,want,83
1981-03-01,these,845
1988-09-18,head,7270
2021-02-24,believe,757912642
1984-07-19,keep,243776762
1999-02-26,interesting,39098372
1981-09-17,remain,5
1975-07-05,position,125886
2022-06-04,price,5
1999-07-11,ago,749885
2016-10-15,special,538
1996-12-01,wind,22021041
2004-12-09,continue,3210
1997-01-07,generation,358
1983-05-14,soon,2882018
2007-04-25,follow,6652
1974-01-02,speak,17398169
2007-05-30,left,9
1980-07-28,direction,5410
2025-03-17,tree,11986
1972-07-15,mean,533967244
2002-01-14,often,128664
2009-01-22,find,346716608
2004-11-07,series,79033235
2006-07-24,central,1457501
1988-10-19,successful,67223
1987-07-17,up,5301379
1989-04-04,decide,66
1986-11-20,forward,385
1973-12-01,build,3
1981-03-15,treat,5348
2001-07-09,think,8704518
1986-03-13,result,44
2001-03-05,wear,81361412
1988-02-06,follow,9177
1986-09-17,consumer,502261674
1998-10-21,answer,173307
2007-03-06,speech,30
2020-12-16,hit,48099390
2015-11-13,kid,86
2020-05-29,executive,9
2023-09-28,indicate,4
2017-09-24,media,90477763
2007-02-17,including,988
2022-02-05,season,26
1976-10-24,instead,20895598
2006-05-19,across,55991466
1992-01-26,scene,917699832
2015-07-13,contain,5178087
1971-08-05,box,8
2007-05-01,letter,2587499
2006-01-11,there,56145776
1979-04-03,position,5734135
2020-09-30,reason,7530052
2007-12-31,stand,9335036
2021-05-15,arm,23575
2024-06-08,could,759
2019-10-20,region,442886246
1972-11-07,manager,67969933
2011-09-15,reduce,31
1979-06-18,ground,67160922
1998-12-08,best,1
1992-01-27,everyone,39
1993-12-04,ask,7414
2020-11-14,save,20
1974-02-13,audience,128698475
1974-09-23,network,707549047
2004-12-04,get,6
2012-10-19,not,23239
2009-08-28,no,2
1990-03-20,certain,31540
1981-12-25,Democrat,7924
1984-08-29,represent,2727354
2008-10-11,radio,35
1973-11-20,use,9
2020-09-15,field,11044
1998-03-25,lot,80038
1976-08-25,still,21817
2005-07-13,manager,6
1983-01-06,art,98338
2008-04-17,federal,53986
2023-10-31,collection,42115
1996-02-22,international,89517226
1980-03-27,brother,249899640
1987-06-24,talk,32412
1986-09-08,light,357838472
2004-10-14,yourself,63966
2008-10-24,medical,5
2024-08-20,civil,47
2014-05-20,big,98
2015-01-04,human,327573
2007-11-03,hear,388
2023-03-29,hear,3534
2010-08-25,appear,16
1995-07-04,fire,2
2005-05-24,film,27548796
1998-02-22,development,74
2004-06-05,full,0
2015-11-01,range,15
2022-01-28,vote,34
1970-01-15,subject,56682
1981-09-12,could,3627
1993-12-03,contain,0
2024-03-17,window,31573
1984-09-06,investment,7
1994-06-27,energy,277332
1982-12-05,chance,119048523
1986-10-08,open,663354596
1973-11-06,water,200673
1972-01-27,night,2
2006-02-14,third,13
1995-10-29,bill,2
2012-12-30,various,154
2013-07-13,box,970
1990-11-10,trade,4
2016-11-28,indeed,719327
2022-11-27,old,8885
2001-06-21,wish,992656
1992-03-18,machine,24823
2008-12-31,company,349
1990-04-19,other,84
1993-07-26,center,88060
2021-08-19,since,459034
1973-09-18,receive,767091
1981-08-11,table,421
1978-01-01,back,1613
2015-12-04,care,3234
2006-02-11,sell,65
2000-08-16,know,47172
1970-12-25,poor,162949678
1971-09-05,sound,45346034
2006-09-26,trouble,31268732
1999-06-22,next,173
1991-08-31,community,928505
2007-02-08,though,23243
2023-09-05,speech,988123960
1997-01-27,popular,488032448
2021-10-10,upon,26
2006-01-27,stand,767724568
2000-10-27,management,0
2015-04-14,subject,7
1971-10-23,suggest,97664
2007-09-09,physical,582849941
2016-06-12,guy,6
2011-02-03,weight,457937
2001-03-23,beat,272095264
1971-09-25,rest,36625943
1971-11-09,mouth,9091896
2016-02-02,quality,409343431
1970-03-30,company,449
1976-11-02,travel,47109173
1971-03-17,suggest,63151490
1995-02-15,class,533070
1991-03-11,determine,9403556
1991-05-20,class,4
2014-07-08,gas,14736989
1977-07-03,various,7
1986-09-21,reason,194
2012-03-22,treatment,218766894
1972-02-16,win,561
1998-05-04,personal,6418
1993-01-01,baby,6217824
2000-07-12,newspaper,6103
1999-10-21,every,998598
1992-11-24,people,1079144
1993-03-30,west,14679689
2018-05-15,clearly,481
1989-06-27,note,27
2007-09-06,surface,453389185
2007-11-18,could,3
1978-02-17,agreement,9085
1984-04-21,receive,648212
1986-08-25,tax,94490473
2000-07-02,then,24415739
1992-01-04,woman,58433852
1983-09-18,adult,95844
2011-09-18,marriage,64115179
1981-02-06,field,618
1988-05-21,her,6813499
2007-11-15,cost,7
1987-09-11,relate,15
1989-07-15,hear,660
1978-02-03,course,5
1990-08-10,some,68
2006-11-14,yes,600
1984-10-07,participant,5913
2016-12-11,on,707181907
2013-01-09,everybody,2160
2000-03-18,arrive,9056
2010-07-23,behind,9334
2013-08-01,program,833462784
1982-06-03,themselves,8
1991-06-05,walk,7180465
1981-12-08,future,172932
2014-04-30,listen,80733
2007-02-07,painting,325562
1995-11-04,style,47237
2012-10-30,assume,349
1971-07-15,because,3968
2000-12-07,cost,6067131
1973-08-18,beat,1306839
1992-01-18,stock,749084
2020-11-12,record,36
1976-12-24,science,4071
1972-03-21,care,4
2024-12-02,administration,178982505
1989-03-28,also,34
1995-03-30,away,623383
1991-02-11,win,156146783
1994-04-29,everybody,51541889
2012-04-03,late,88
1987-03-09,she,50104424
1997-04-26,threat,711861863
1976-04-18,trouble,410
1975-12-31,true,91
1992-11-02,we,728
1993-02-20,material,441383867
2022-09-17,audience,0
1971-10-30,never,55643
1972-06-01,guy,43278628
1987-03-18,seem,9
1989-09-24,human,3321398
1987-11-09,international,9247
1971-11-07,policy,9496117
1998-09-08,provide,61648
1987-01-08,weight,257380372
2013-11-16,half,130049
2013-09-30,past,354
2021-01-27,accept,53
1993-12-02,possible,17
1986-05-15,fill,73377490
1997-10-17,admit,514
2012-07-08,decade,4723
1987-10-09,collection,3777
1972-07-09,camera,83126199
1990-01-03,under,8575159
2024-12-06,perform,448084571
1977-12-25,consider,414
1988-03-24,prepare,307824264
2013-08-12,range,80
2011-07-07,than,18790626
2012-03-17,early,4607
1986-09-26,past,18
1997-01-30,beat,75355
2021-07-30,voice,67
1999-06-17,ground,44578
2014-12-09,answer,45220641
1995-07-05,method,9429769
1989-10-27,measure,94976
1973-03-22,federal,877015250
2020-05-08,success,375
2011-04-17,west,642
2004-02-08,go,75838501
2025-05-27,on,85047
1988-04-20,else,406271197
1984-05-01,phone,886930
2013-06-01,left,35723102
1973-06-03,today,8927
2014-01-01,cell,2
2009-03-06,maybe,1
1994-08-20,office,660041
1991-10-16,why,4
2009-11-15,story,55945
1992-02-14,improve,4317
1989-04-05,claim,762
2007-08-06,chance,9944125
1983-08-07,painting,3788
2015-12-14,yourself,8407321
2006-05-05,idea,592
1980-05-06,plan,86
2014-04-29,challenge,7
1986-09-06,clearly,8129373
2000-12-03,move,594
2001-11-25,himself,290813172
1994-11-19,debate,759938
1985-10-30,everything,7720
1992-12-09,including,2
2008-11-26,blood,918353551
